Recipient,Office,Contributions(Total),Cycle
"Udall, Tom (D-NM)",Senate,"$3,000",2016
"Whitehouse, Sheldon (D-RI)",Senate,"$3,000",2016
"Heck, Joe (R-NV)",House,"$2,950",2016
"Nolan, Rick (D-MN)",House,"$2,930",2016
"Bennett, LuAnn (D-VA)",House,"$2,872",2016
"DelBene, Suzan (D-WA)",House,"$2,750",2016
"Hatch, Orrin G (R-UT)",Senate,"$2,700",2016
"Jones Jr, J Marshall (D-LA)",House,"$2,700",2016
"Kaine, Tim (D-VA)",Senate,"$2,700",2016
"Soules, Merrie Lee (D-NM)",House,"$2,700",2016
"Taddeo, Annette (D-FL)",House,"$2,700",2016
"Klobuchar, Amy (D-MN)",Senate,"$2,650",2016
"Rosen, Jacky (D-NV)",House,"$2,650",2016
"Ashford, Brad (D-NE)",House,"$2,550",2016
"Black, Diane (R-TN)",House,"$2,500",2016
"Boehner, John (R-OH)",House,"$2,500",2016
"Brown, Anthony (D-MD)",House,"$2,500",2016
"Carter, John (R-TX)",House,"$2,500",2016
"Daines, Steven (R-MT)",Senate,"$2,500",2016
"Faso, John (R-NY)",House,"$2,500",2016
"Fischer, Deb (R-NE)",Senate,"$2,500",2016
"Flake, Jeff (R-AZ)",Senate,"$2,500",2016
"Franks, Trent (R-AZ)",House,"$2,500",2016
"Graham, Gwen (D-FL)",House,"$2,500",2016
"Graves, Garret (R-LA)",House,"$2,500",2016
"Grayson, Dena (D-FL)",House,"$2,500",2016
"Kline, John (R-MN)",House,"$2,500",2016
"Kuster, Ann (D-NH)",House,"$2,500",2016
"Lee, Yungman (D-NY)",House,"$2,500",2016
"Loudermilk, Barry (R-GA)",House,"$2,500",2016
"Pittenger, Robert (R-NC)",House,"$2,500",2016
"Sanford, Mark (R-SC)",House,"$2,500",2016
"Sasse, Ben (R-NE)",Senate,"$2,500",2016
"Waters, Maxine (D-CA)",House,"$2,500",2016
"Slaughter, Louise M (D-NY)",House,"$2,314",2016
"Cain, Emily (D-ME)",House,"$2,300",2016
"Gallego, Ruben (D-AZ)",House,"$2,200",2016
"Santarsiero, Steve (D-PA)",House,"$2,194",2016
"Merkley, Jeff (D-OR)",Senate,"$2,076",2016
"Gabbard, Tulsi (D-HI)",House,"$2,048",2016
"Aderholt, Robert B (R-AL)",House,"$2,000",2016
"Barletta, Lou (R-PA)",House,"$2,000",2016
"Barr, Andy (R-KY)",House,"$2,000",2016
"Bonamici, Suzanne (D-OR)",House,"$2,000",2016
"Brooks, Mo (R-AL)",House,"$2,000",2016
"Buck, Kenneth R (R-CO)",House,"$2,000",2016
"Carper, Tom (D-DE)",Senate,"$2,000",2016
"Carter, Buddy (R-GA)",House,"$2,000",2016
"Coons, Chris (D-DE)",Senate,"$2,000",2016
"Cramer, Kevin (R-ND)",House,"$2,000",2016
"Curbelo, Carlos (R-FL)",House,"$2,000",2016
"Davis, Rodney (R-IL)",House,"$2,000",2016
"Davis, Susan A (D-CA)",House,"$2,000",2016
"Del Beccaro, Tom (R-CA)",Senate,"$2,000",2016
"DeLauro, Rosa L (D-CT)",House,"$2,000",2016
"DeSantis, Ron (R-FL)",House,"$2,000",2016
"Desaulnier, Mark (D-CA)",House,"$2,000",2016
"Diaz-Balart, Mario (R-FL)",House,"$2,000",2016
"Durbin, Dick (D-IL)",Senate,"$2,000",2016
"Ellmers, Renee (R-NC)",House,"$2,000",2016
"Emmer, Tom (R-MN)",House,"$2,000",2016
"Forbes, Randy (R-VA)",House,"$2,000",2016
"Frelinghuysen, Rodney (R-NJ)",House,"$2,000",2016
"Garamendi, John (D-CA)",House,"$2,000",2016
"Gillespie, Ed (R-VA)",Senate,"$2,000",2016
"Granger, Kay (R-TX)",House,"$2,000",2016
"Green, Gene (D-TX)",House,"$2,000",2016
"Griffith, Morgan (R-VA)",House,"$2,000",2016
"Guthrie, Brett (R-KY)",House,"$2,000",2016
"Gutierrez, Luis V (D-IL)",House,"$2,000",2016
"Heck, Dennis (D-WA)",House,"$2,000",2016
"Hoeber, Amie (R-MD)",House,"$2,000",2016
"Huffman, Jared (D-CA)",House,"$2,000",2016
"Hunter, Duncan D (R-CA)",House,"$2,000",2016
"Johnson, Bill (R-OH)",House,"$2,000",2016
"Johnson, Sam (R-TX)",House,"$2,000",2016
"Kelly, Mike (R-PA)",House,"$2,000",2016
"Kelly, Robin (D-IL)",House,"$2,000",2016
"King, Pete (R-NY)",House,"$2,000",2016
"Kinzinger, Adam (R-IL)",House,"$2,000",2016
"Labrador, Raul (R-ID)",House,"$2,000",2016
"LaMalfa, Doug (R-CA)",House,"$2,000",2016
"Lance, Leonard (R-NJ)",House,"$2,000",2016
"Larsen, Rick (D-WA)",House,"$2,000",2016
"Long, Billy (R-MO)",House,"$2,000",2016
"Lowey, Nita M (D-NY)",House,"$2,000",2016
"Maloney, Carolyn B (D-NY)",House,"$2,000",2016
"Marchant, Kenny (R-TX)",House,"$2,000",2016
"Marino, Tom (R-PA)",House,"$2,000",2016
"Massie, Thomas (R-KY)",House,"$2,000",2016
"McCollum, Betty (D-MN)",House,"$2,000",2016
"McGovern, James P (D-MA)",House,"$2,000",2016
"McKinley, David (R-WV)",House,"$2,000",2016
"Meeks, Gregory W (D-NY)",House,"$2,000",2016
"Meng, Grace (D-NY)",House,"$2,000",2016
"Moore, Gwen (D-WI)",House,"$2,000",2016
"Mulvaney, Mick (R-SC)",House,"$2,000",2016
"Napolitano, Grace (D-CA)",House,"$2,000",2016
"Noem, Kristi (R-SD)",House,"$2,000",2016
"Olson, Pete (R-TX)",House,"$2,000",2016
"Perlmutter, Ed (D-CO)",House,"$2,000",2016
"Perry, Scott (R-PA)",House,"$2,000",2016
"Poliquin, Bruce (R-ME)",House,"$2,000",2016
"Quigley, Mike (D-IL)",House,"$2,000",2016
"Ratcliffe, John Lee (R-TX)",House,"$2,000",2016
"Reed, Jack (D-RI)",Senate,"$2,000",2016
"Renacci, Jim (R-OH)",House,"$2,000",2016
"Rice, Tom (R-SC)",House,"$2,000",2016
"Rokita, Todd (R-IN)",House,"$2,000",2016
"Rooney, Tom (R-FL)",House,"$2,000",2016
"Rothfus, Keith J (R-PA)",House,"$2,000",2016
"Rouzer, David (R-NC)",House,"$2,000",2016
"Roybal-Allard, Lucille (D-CA)",House,"$2,000",2016
"Scott, Bobby (D-VA)",House,"$2,000",2016
"Shaheen, Jeanne (D-NH)",Senate,"$2,000",2016
"Sherman, Brad (D-CA)",House,"$2,000",2016
"Simpson, Mike (R-ID)",House,"$2,000",2016
"Smith, Adam (D-WA)",House,"$2,000",2016
"Smith, Jason (R-MO)",House,"$2,000",2016
"Stewart, Chris (R-UT)",House,"$2,000",2016
"Takano, Mark (D-CA)",House,"$2,000",2016
"Thompson, Bennie G (D-MS)",House,"$2,000",2016
"Titus, Dina (D-NV)",House,"$2,000",2016
"Turner, Michael R (R-OH)",House,"$2,000",2016
"Valadao, David (R-CA)",House,"$2,000",2016
"Vargas, Juan (D-CA)",House,"$2,000",2016
"Veasey, Marc (D-TX)",House,"$2,000",2016
"Vernon, Monica (D-IA)",House,"$2,000",2016
"Wagner, Ann L (R-MO)",House,"$2,000",2016
"Myers, Kim (D-NY)",House,"$1,900",2016
"Craig, Angie (D-MN)",House,"$1,855",2016
"Achadjian, Katcho (R-CA)",House,"$1,810",2016
"Garcia, Joe (D-FL)",House,"$1,800",2016
"Edwards, Donna (D-MD)",House,"$1,775",2016
"Carroll, Morgan (D-CO)",House,"$1,688",2016
"Fiorina, Carly (R)",Pres,"$1,638",2016
"Johnson, Lon (D-MI)",House,"$1,550",2016
"Owens, Doug (D-UT)",House,"$1,522",2016
"Barney, Sean (D-DE)",House,"$1,500",2016
"Cassidy, Bill (R-LA)",Senate,"$1,500",2016
"McCaskill, Claire (D-MO)",Senate,"$1,500",2016
"Carson, Andre (D-IN)",House,"$1,450",2016
"Nelson, Tom (D-WI)",House,"$1,442",2016
"Barragan, Nanette (D-CA)",House,"$1,389",2016
"Fitzpatrick, Brian (R-PA)",House,"$1,350",2016
"Eggman, Michael (D-CA)",House,"$1,279",2016
"Hartman, Christina (D-PA)",House,"$1,270",2016
"Rubin, Joel (D-MD)",House,"$1,250",2016
"Sanchez, Loretta (D-CA)",House,"$1,250",2016
"Clements, Paul (D-MI)",House,"$1,232",2016
"Bonoff, Terri (D-MN)",House,"$1,122",2016
"Carson, Ben (R)",Pres,"$1,100",2016
"Derrick, Mike (D-NY)",House,"$1,100",2016
"McEachin, Donald (D-VA)",House,"$1,100",2016
"Schwartz, Gail (D-CO)",House,"$1,100",2016
"Yoder, Shelli (D-IN)",House,"$1,100",2016
"Shkreli, Suzanna (D-MI)",House,"$1,090",2016
"Dittmar, Jane (D-VA)",House,"$1,069",2016
"Lipinski, Daniel (D-IL)",House,"$1,011",2016
"Huerta, Emilio (D-CA)",House,"$1,010",2016
"Adams, Alma (D-NC)",House,"$1,000",2016
"Beatty, Joyce (D-OH)",House,"$1,000",2016
"Boyle, Brendan (D-PA)",House,"$1,000",2016
"Calone, David L (D-NY)",House,"$1,000",2016
"Castro, Joaquin (D-TX)",House,"$1,000",2016
"Collins, Chris (R-NY)",House,"$1,000",2016
"Cooper, Jim (D-TN)",House,"$1,000",2016
"Corker, Bob (R-TN)",Senate,"$1,000",2016
"Cornyn, John (R-TX)",Senate,"$1,000",2016
"Cotton, Tom (R-AR)",Senate,"$1,000",2016
"Culberson, John (R-TX)",House,"$1,000",2016
"Cummings, Elijah E (D-MD)",House,"$1,000",2016
"Deacon, Colleen (D-NY)",House,"$1,000",2016
"Dingell, Debbie (D-MI)",House,"$1,000",2016
"Enzi, Mike (R-WY)",Senate,"$1,000",2016
"Evans, Dwight (D-PA)",House,"$1,000",2016
"Fortenberry, Jeff (R-NE)",House,"$1,000",2016
"Gibbs, Bob (R-OH)",House,"$1,000",2016
"Graham, Lindsey (R-SC)",Senate,"$1,000",2016
"Graves, Tom (R-GA)",House,"$1,000",2016
"Grisham, Michelle Lujan (D-NM)",House,"$1,000",2016
"Heinz, Matt (D-AZ)",House,"$1,000",2016
"Israel, Steve (D-NY)",House,"$1,000",2016
"Johnson, Eddie Bernice (D-TX)",House,"$1,000",2016
"Kaiman, Jon (D-NY)",House,"$1,000",2016
"Katko, John (R-NY)",House,"$1,000",2016
"Keating, Bill (D-MA)",House,"$1,000",2016
"Lawrence, Brenda (D-MI)",House,"$1,000",2016
"McMullin, Evan (I)",Pres,"$1,000",2016
"Oceguera, John (D-NV)",House,"$1,000",2016
"Phillipson, Lorna (D-NJ)",House,"$1,000",2016
"Pocan, Mark (D-WI)",House,"$1,000",2016
"Rice, Kathleen (D-NY)",House,"$1,000",2016
"Rounds, Mike (R-SD)",Senate,"$1,000",2016
"Schrode, Erin (D-CA)",House,"$1,000",2016
"Sullivan, Dan (R-AK)",Senate,"$1,000",2016
"Torres, Norma (D-CA)",House,"$1,000",2016
"Zeldin, Lee (R-NY)",House,"$1,000",2016
"Lindbeck, Steve (D-AK)",House,$975,2016
"Naughton, Shaughnessy (D-PA)",House,$800,2016
"Starrett, Grant (R-TN)",House,$700,2016
"Cole, Dave (D-NJ)",House,$550,2016
"Fetterman, John (D-PA)",Senate,$507,2016
"Flores, Lucy (D-NV)",House,$500,2016
"Glenn, Darryl (R-CO)",Senate,$500,2016
"Guinta, Frank (R-NH)",House,$500,2016
"Howland, Amanda (D-IL)",House,$500,2016
"Jawando, Will (D-MD)",House,$500,2016
"McClelland, Erin (D-PA)",House,$500,2016
"Person, Francis J (D-SC)",House,$500,2016
"Randolph, Susannah (D-FL)",House,$500,2016
"Takai, Mark (D-HI)",House,$500,2016
"Tsongas, Niki (D-MA)",House,$500,2016
"Zumwalt, James (R-FL)",House,$500,2016
"Coleman, Bonnie (D-NJ)",House,$250,2016
"Jacob, Peter (D-NJ)",House,$250,2016
"Kefalas, Chrys (R-MD)",Senate,$250,2016
"McGovern, James (D-FL)",House,$250,2016
"O'Connor, Shawn (I-NH)",House,$250,2016
"Panetta, Jimmy (D-CA)",House,$250,2016
"Powell, Adam Clayton IV (D-NY)",House,$250,2016
"Iron Eyes, Chase (D-ND)",House,$94,2016
"Stokes, Steve (D-CA)",Senate,$27,2016
