Registrant Name,Client Name,Filing Type,Amount Reported,Date Posted,Filing Year
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",FIRST QUARTER REPORT,10000.00,04/19/2010,2010
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",FIRST QUARTER REPORT,30000.00,04/20/2011,2011
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",FIRST QUARTER REPORT,40000.00,04/20/2012,2012
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",FIRST QUARTER REPORT,40000.00,04/22/2019,2019
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",REGISTRATION AMENDMENT,,04/23/2018,2018
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",FIRST QUARTER TERMINATION,30000.00,04/24/2013,2013
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",SECOND QUARTER REPORT,40000.00,07/19/2018,2018
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",SECOND QUARTER REPORT,10000.00,07/20/2010,2010
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",SECOND QUARTER REPORT,30000.00,07/20/2011,2011
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",SECOND QUARTER REPORT,40000.00,07/20/2012,2012
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",REGISTRATION,,08/11/2009,2009
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",THIRD QUARTER REPORT,40000.00,10/19/2018,2018
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",THIRD QUARTER REPORT,10000.00,10/20/2009,2009
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",THIRD QUARTER REPORT,30000.00,10/20/2010,2010
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",THIRD QUARTER REPORT,40000.00,10/20/2011,2011
"Monument Advocacy (formerly known as Monument Policy Group, LLC)","NETFLIX, INC.",THIRD QUARTER REPORT,40000.00,10/22/2012,2012
"Netflix, Inc.","Netflix, Inc.",FOURTH QUARTER REPORT,470000.00,01/14/2013,2012
"Netflix, Inc.","Netflix, Inc.",FOURTH QUARTER REPORT,80000.00,01/20/2011,2010
"Netflix, Inc.","Netflix, Inc.",FOURTH QUARTER REPORT,175000.00,01/20/2012,2011
"Netflix, Inc.","Netflix, Inc.",FOURTH QUARTER REPORT,330000.00,01/20/2016,2015
"Netflix, Inc.","Netflix, Inc.",FOURTH QUARTER REPORT,300000.00,01/21/2014,2013
"Netflix, Inc.","Netflix, Inc.",FOURTH QUARTER REPORT,200000.00,01/22/2018,2017
"Netflix, Inc.","Netflix, Inc.",FOURTH QUARTER REPORT,200000.00,01/22/2019,2018
"Netflix, Inc.","Netflix, Inc.",FOURTH QUARTER REPORT,330000.00,01/23/2015,2014
"Netflix, Inc.","Netflix, Inc.",FOURTH QUARTER REPORT,200000.00,01/23/2017,2016
"Netflix, Inc.","Netflix, Inc.",FIRST QUARTER REPORT,80000.00,04/19/2011,2011
"Netflix, Inc.","Netflix, Inc.",FIRST QUARTER REPORT,300000.00,04/19/2013,2013
"Netflix, Inc.","Netflix, Inc.",FIRST QUARTER REPORT,200000.00,04/19/2018,2018
"Netflix, Inc.","Netflix, Inc.",FIRST QUARTER REPORT,330000.00,04/20/2015,2015
"Netflix, Inc.","Netflix, Inc.",FIRST QUARTER REPORT,200000.00,04/20/2017,2017
"Netflix, Inc.","Netflix, Inc.",FIRST QUARTER REPORT,300000.00,04/21/2014,2014
"Netflix, Inc.","Netflix, Inc.",FIRST QUARTER REPORT,200000.00,04/21/2016,2016
"Netflix, Inc.","Netflix, Inc.",FIRST QUARTER REPORT,200000.00,04/22/2019,2019
"Netflix, Inc.","Netflix, Inc.",FIRST QUARTER REPORT,260000.00,05/10/2012,2012
"Netflix, Inc.","Netflix, Inc.",SECOND QUARTER REPORT,110000.00,07/19/2011,2011
"Netflix, Inc.","Netflix, Inc.",SECOND QUARTER REPORT,135000.00,07/20/2012,2012
"Netflix, Inc.","Netflix, Inc.",SECOND QUARTER REPORT,330000.00,07/20/2015,2015
"Netflix, Inc.","Netflix, Inc.",SECOND QUARTER REPORT,200000.00,07/20/2016,2016
"Netflix, Inc.","Netflix, Inc.",SECOND QUARTER REPORT,200000.00,07/20/2017,2017
"Netflix, Inc.","Netflix, Inc.",SECOND QUARTER REPORT,200000.00,07/20/2018,2018
"Netflix, Inc.","Netflix, Inc.",SECOND QUARTER REPORT,300000.00,07/21/2014,2014
"Netflix, Inc.","Netflix, Inc.",SECOND QUARTER REPORT,300000.00,07/22/2013,2013
"Netflix, Inc.","Netflix, Inc.",THIRD QUARTER REPORT,135000.00,10/20/2011,2011
"Netflix, Inc.","Netflix, Inc.",THIRD QUARTER REPORT,330000.00,10/20/2014,2014
"Netflix, Inc.","Netflix, Inc.",THIRD QUARTER REPORT,330000.00,10/20/2015,2015
"Netflix, Inc.","Netflix, Inc.",THIRD QUARTER REPORT,200000.00,10/20/2016,2016
"Netflix, Inc.","Netflix, Inc.",THIRD QUARTER REPORT,200000.00,10/20/2017,2017
"Netflix, Inc.","Netflix, Inc.",THIRD QUARTER REPORT,300000.00,10/21/2013,2013
"Netflix, Inc.","Netflix, Inc.",THIRD QUARTER REPORT,160000.00,10/22/2012,2012
"Netflix, Inc.","Netflix, Inc.",THIRD QUARTER REPORT,200000.00,10/22/2018,2018
"Netflix, Inc.","Netflix, Inc.",REGISTRATION,,12/28/2010,2010
Squire Patton Boggs,NETFLIX,YEAR-END (NO ACTIVITY),,02/09/2007,2006
Squire Patton Boggs,NETFLIX,YEAR-END TERMINATION (NO ACTIVITY),,02/12/2008,2007
Squire Patton Boggs,NETFLIX,YEAR-END REPORT,,02/13/2006,2005
Squire Patton Boggs,NETFLIX,MID-YEAR REPORT,,08/08/2006,2006
Squire Patton Boggs,NETFLIX,MID-YEAR REPORT,,08/13/2007,2007
Squire Patton Boggs,NETFLIX,REGISTRATION,,12/21/2005,2005
The Glover Park Group LLC,"Netflix, Inc.",FOURTH QUARTER TERMINATION,30000.00,01/19/2018,2017
The Glover Park Group LLC,"Netflix, Inc.",REGISTRATION,,06/23/2017,2017
The Glover Park Group LLC,"Netflix, Inc.",SECOND QUARTER REPORT,10000.00,07/19/2017,2017
The Glover Park Group LLC,"Netflix, Inc.",THIRD QUARTER REPORT,30000.00,10/19/2017,2017
