Registrant Name,Client Name,Filing Type,Amount Reported,Date Posted,Filing Year
AKIN GUMP STRAUSS HAUER & FELD,U.S. Chamber of Commerce - Global Intellectual Property Center,SECOND QUARTER REPORT,50000.00,07/20/2013,2013
AKIN GUMP STRAUSS HAUER & FELD,U.S. Chamber of Commerce - Global Intellectual Property Center,SECOND QUARTER REPORT,50000.00,07/20/2015,2015
AKIN GUMP STRAUSS HAUER & FELD,U.S. Chamber of Commerce - Global Intellectual Property Center,REGISTRATION,,07/30/2008,2008
AKIN GUMP STRAUSS HAUER & FELD,U.S. Chamber of Commerce - Global Intellectual Property Center,THIRD QUARTER REPORT,100000.00,10/18/2008,2008
AKIN GUMP STRAUSS HAUER & FELD,U.S. Chamber of Commerce - Global Intellectual Property Center,THIRD QUARTER REPORT,50000.00,10/18/2014,2014
AKIN GUMP STRAUSS HAUER & FELD,U.S. Chamber of Commerce - Global Intellectual Property Center,THIRD QUARTER REPORT,50000.00,10/19/2013,2013
AKIN GUMP STRAUSS HAUER & FELD,U.S. Chamber of Commerce - Global Intellectual Property Center,THIRD QUARTER REPORT,50000.00,10/20/2010,2010
AKIN GUMP STRAUSS HAUER & FELD,U.S. Chamber of Commerce - Global Intellectual Property Center,THIRD QUARTER REPORT,50000.00,10/20/2011,2011
AKIN GUMP STRAUSS HAUER & FELD,U.S. Chamber of Commerce - Global Intellectual Property Center,THIRD QUARTER REPORT,50000.00,10/20/2012,2012
AKIN GUMP STRAUSS HAUER & FELD,U.S. Chamber of Commerce - Global Intellectual Property Center,THIRD QUARTER REPORT,50000.00,10/20/2015,2015
Alcalde & Fay,Intel,FOURTH QUARTER REPORT,20000.00,01/15/2014,2013
Alcalde & Fay,Intel,FOURTH QUARTER REPORT,50000.00,01/19/2011,2010
Alcalde & Fay,Intel,FOURTH QUARTER REPORT,30000.00,01/19/2012,2011
Alcalde & Fay,Intel,FOURTH QUARTER REPORT,20000.00,01/19/2016,2015
Alcalde & Fay,Intel,FOURTH QUARTER REPORT,20000.00,01/19/2017,2016
Alcalde & Fay,Intel,FOURTH QUARTER REPORT,40000.00,01/20/2010,2009
Alcalde & Fay,Intel,FOURTH QUARTER REPORT,20000.00,01/20/2015,2014
Alcalde & Fay,Intel,FOURTH QUARTER REPORT,20000.00,01/21/2009,2008
Alcalde & Fay,Intel,FOURTH QUARTER REPORT,20000.00,01/21/2013,2012
Alcalde & Fay,Intel,FOURTH QUARTER REPORT,20000.00,01/21/2018,2017
Alcalde & Fay,Intel,FOURTH QUARTER REPORT,20000.00,01/21/2019,2018
Alcalde & Fay,Intel,FIRST QUARTER REPORT,20000.00,04/15/2016,2016
Alcalde & Fay,Intel,FIRST QUARTER REPORT,20000.00,04/17/2015,2015
Alcalde & Fay,Intel,FIRST QUARTER REPORT,60000.00,04/18/2011,2011
Alcalde & Fay,Intel,FIRST QUARTER REPORT,20000.00,04/18/2014,2014
Alcalde & Fay,Intel,FIRST QUARTER REPORT,20000.00,04/19/2012,2012
Alcalde & Fay,Intel,FIRST QUARTER REPORT,20000.00,04/19/2013,2013
Alcalde & Fay,Intel,FIRST QUARTER REPORT,20000.00,04/19/2017,2017
Alcalde & Fay,Intel,FIRST QUARTER REPORT,,04/20/2009,2009
Alcalde & Fay,Intel,FIRST QUARTER REPORT,40000.00,04/20/2010,2010
Alcalde & Fay,Intel,FIRST QUARTER REPORT,20000.00,04/20/2018,2018
Alcalde & Fay,Intel,FIRST QUARTER REPORT,20000.00,04/22/2019,2019
Alcalde & Fay,Intel,SECOND QUARTER REPORT,20000.00,07/08/2013,2013
Alcalde & Fay,Intel,SECOND QUARTER REPORT,20000.00,07/10/2015,2015
Alcalde & Fay,Intel,SECOND QUARTER REPORT,20000.00,07/18/2012,2012
Alcalde & Fay,Intel,SECOND QUARTER REPORT,20000.00,07/18/2014,2014
Alcalde & Fay,Intel,SECOND QUARTER REPORT,,07/19/2009,2009
Alcalde & Fay,Intel,SECOND QUARTER REPORT,20000.00,07/19/2018,2018
Alcalde & Fay,Intel,SECOND QUARTER REPORT,40000.00,07/20/2010,2010
Alcalde & Fay,Intel,SECOND QUARTER REPORT,60000.00,07/20/2011,2011
Alcalde & Fay,Intel,SECOND QUARTER REPORT,20000.00,07/20/2016,2016
Alcalde & Fay,Intel,SECOND QUARTER REPORT,20000.00,07/20/2017,2017
Alcalde & Fay,Intel,REGISTRATION,,10/01/2008,2008
Alcalde & Fay,Intel,THIRD QUARTER REPORT,20000.00,10/14/2016,2016
Alcalde & Fay,Intel,THIRD QUARTER REPORT,20000.00,10/16/2013,2013
Alcalde & Fay,Intel,THIRD QUARTER REPORT,10000.00,10/17/2008,2008
Alcalde & Fay,Intel,THIRD QUARTER REPORT,20000.00,10/17/2014,2014
Alcalde & Fay,Intel,THIRD QUARTER REPORT,40000.00,10/19/2009,2009
Alcalde & Fay,Intel,THIRD QUARTER REPORT,50000.00,10/19/2010,2010
Alcalde & Fay,Intel,THIRD QUARTER REPORT,20000.00,10/19/2012,2012
Alcalde & Fay,Intel,THIRD QUARTER REPORT,20000.00,10/19/2015,2015
Alcalde & Fay,Intel,THIRD QUARTER REPORT,20000.00,10/19/2018,2018
Alcalde & Fay,Intel,THIRD QUARTER REPORT,30000.00,10/20/2011,2011
Alcalde & Fay,Intel,THIRD QUARTER REPORT,20000.00,10/20/2017,2017
Alcalde & Fay,INTELLIGENT DECISIONS SYSTEMS INC,YEAR-END TERMINATION (NO ACTIVITY),,02/12/2007,2006
Alcalde & Fay,INTELLIGENT DECISIONS SYSTEMS INC,YEAR-END REPORT,,02/23/2006,2005
Alcalde & Fay,INTELLIGENT DECISIONS SYSTEMS INC,REGISTRATION,,04/07/2005,2005
Alcalde & Fay,INTELLIGENT DECISIONS SYSTEMS INC,MID-YEAR REPORT,,08/11/2005,2005
Alcalde & Fay,INTELLIGENT DECISIONS SYSTEMS INC,MID-YEAR (NO ACTIVITY),,08/13/2006,2006
Alcalde & Fay,INTELLIGENT DECISIONS SYSTEMS INC,MID-YEAR AMENDMENT,20000.00,09/22/2005,2005
Alcalde & Fay,INTELLIGENT DECISIONS SYSTEMS INC,MID-YEAR AMENDMENT,20000.00,11/02/2005,2005
Alcalde & Fay,MARITIME INTELLIGENCE GROUP,YEAR-END TERMINATION,60000.00,02/14/2005,2004
Alcalde & Fay,MARITIME INTELLIGENCE GROUP,YEAR-END REPORT,60000.00,02/17/2004,2003
Alcalde & Fay,MARITIME INTELLIGENCE GROUP,REGISTRATION,,03/04/2003,2002
Alcalde & Fay,MARITIME INTELLIGENCE GROUP,YEAR-END REPORT,60000.00,03/04/2003,2002
Alcalde & Fay,MARITIME INTELLIGENCE GROUP,MID-YEAR REPORT,60000.00,08/13/2004,2004
Alcalde & Fay,MARITIME INTELLIGENCE GROUP,MID-YEAR (NO ACTIVITY),60000.00,08/21/2003,2003
"ALPINE GROUP, INC.",Intel Corporation,FOURTH QUARTER REPORT,50000.00,01/12/2018,2017
"ALPINE GROUP, INC.",Intel Corporation,FOURTH QUARTER REPORT,50000.00,01/16/2019,2018
"ALPINE GROUP, INC.",Intel Corporation,FOURTH QUARTER REPORT,,01/19/2016,2015
"ALPINE GROUP, INC.",Intel Corporation,FOURTH QUARTER REPORT,,01/21/2017,2016
"ALPINE GROUP, INC.",Intel Corporation,REGISTRATION,,03/25/2015,2015
"ALPINE GROUP, INC.",Intel Corporation,FIRST QUARTER REPORT,,04/13/2016,2016
"ALPINE GROUP, INC.",Intel Corporation,FIRST QUARTER REPORT,50000.00,04/18/2018,2018
"ALPINE GROUP, INC.",Intel Corporation,FIRST QUARTER REPORT,200000.00,04/20/2015,2015
"ALPINE GROUP, INC.",Intel Corporation,FIRST QUARTER REPORT,50000.00,04/20/2017,2017
"ALPINE GROUP, INC.",Intel Corporation,FIRST QUARTER REPORT,50000.00,04/22/2019,2019
"ALPINE GROUP, INC.",Intel Corporation,SECOND QUARTER REPORT,,07/13/2017,2017
"ALPINE GROUP, INC.",Intel Corporation,SECOND QUARTER REPORT,,07/15/2015,2015
"ALPINE GROUP, INC.",Intel Corporation,SECOND QUARTER REPORT,,07/19/2016,2016
"ALPINE GROUP, INC.",Intel Corporation,SECOND QUARTER REPORT,50000.00,07/19/2018,2018
"ALPINE GROUP, INC.",Intel Corporation,THIRD QUARTER REPORT,,10/12/2015,2015
"ALPINE GROUP, INC.",Intel Corporation,THIRD QUARTER REPORT,,10/18/2016,2016
"ALPINE GROUP, INC.",Intel Corporation,THIRD QUARTER REPORT,50000.00,10/19/2018,2018
"ALPINE GROUP, INC.",Intel Corporation,THIRD QUARTER REPORT,50000.00,10/23/2017,2017
"ALPINE GROUP, INC.",Intel Corporation,THIRD QUARTER AMENDMENT,,10/29/2015,2015
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FOURTH QUARTER REPORT,30000.00,01/08/2015,2014
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FOURTH QUARTER AMENDMENT,30000.00,01/11/2012,2011
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FOURTH QUARTER REPORT,30000.00,01/12/2016,2015
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FOURTH QUARTER REPORT,30000.00,01/15/2013,2012
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FOURTH QUARTER REPORT,35000.00,01/15/2019,2018
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FOURTH QUARTER REPORT,35000.00,01/16/2018,2017
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FOURTH QUARTER REPORT,30000.00,01/17/2014,2013
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FOURTH QUARTER REPORT,35000.00,01/17/2017,2016
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FIRST QUARTER REPORT,35000.00,04/05/2019,2019
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FIRST QUARTER REPORT,35000.00,04/07/2017,2017
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FIRST QUARTER REPORT,30000.00,04/08/2015,2015
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FIRST QUARTER REPORT,30000.00,04/12/2012,2012
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FIRST QUARTER REPORT,35000.00,04/12/2016,2016
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FIRST QUARTER REPORT,35000.00,04/12/2018,2018
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FIRST QUARTER REPORT,30000.00,04/17/2014,2014
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,FIRST QUARTER REPORT,30000.00,04/22/2013,2013
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,SECOND QUARTER REPORT,30000.00,06/29/2012,2012
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,SECOND QUARTER REPORT,35000.00,07/05/2016,2016
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,SECOND QUARTER REPORT,30000.00,07/12/2013,2013
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,SECOND QUARTER REPORT,35000.00,07/12/2017,2017
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,SECOND QUARTER REPORT,35000.00,07/16/2018,2018
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,SECOND QUARTER REPORT,30000.00,07/17/2015,2015
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,SECOND QUARTER REPORT,30000.00,07/18/2014,2014
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,THIRD QUARTER REPORT,35000.00,10/06/2017,2017
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,THIRD QUARTER REPORT,30000.00,10/07/2014,2014
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,THIRD QUARTER REPORT,30000.00,10/08/2015,2015
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,THIRD QUARTER REPORT,30000.00,10/11/2012,2012
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,THIRD QUARTER REPORT,35000.00,10/12/2016,2016
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,THIRD QUARTER REPORT,35000.00,10/15/2018,2018
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,THIRD QUARTER REPORT,30000.00,10/17/2013,2013
"Altrius Group, LLC",US Chamber of Commerce -- Global Intellectual Property Center,REGISTRATION,,10/25/2011,2011
American Continental Group,Cardinal Intellectual Property,FOURTH QUARTER REPORT,20000.00,01/18/2011,2010
American Continental Group,Cardinal Intellectual Property,FOURTH QUARTER REPORT,20000.00,01/18/2012,2011
American Continental Group,Cardinal Intellectual Property,FOURTH QUARTER (NO ACTIVITY),,01/18/2013,2012
American Continental Group,Cardinal Intellectual Property,FIRST QUARTER REPORT,20000.00,04/04/2012,2012
American Continental Group,Cardinal Intellectual Property,FIRST QUARTER (NO ACTIVITY),,04/10/2013,2013
American Continental Group,Cardinal Intellectual Property,FIRST QUARTER REPORT,20000.00,04/18/2011,2011
American Continental Group,Cardinal Intellectual Property,SECOND QUARTER TERMINATION (NO ACTIVITY),,05/15/2013,2013
American Continental Group,Cardinal Intellectual Property,SECOND QUARTER REPORT,20000.00,07/06/2011,2011
American Continental Group,Cardinal Intellectual Property,SECOND QUARTER REPORT,10000.00,07/09/2012,2012
American Continental Group,Cardinal Intellectual Property,THIRD QUARTER REPORT,20000.00,10/19/2011,2011
American Continental Group,Cardinal Intellectual Property,THIRD QUARTER REPORT,10000.00,10/19/2012,2012
American Continental Group,Cardinal Intellectual Property,REGISTRATION,,10/27/2010,2010
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,FOURTH QUARTER REPORT,50000.00,01/09/2015,2014
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,FOURTH QUARTER REPORT,50000.00,01/18/2013,2012
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,FOURTH QUARTER TERMINATION (NO ACTIVITY),,01/20/2016,2015
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,FOURTH QUARTER REPORT,50000.00,01/21/2014,2013
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,FIRST QUARTER REPORT,50000.00,04/08/2015,2015
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,FIRST QUARTER REPORT,50000.00,04/15/2014,2014
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,FIRST QUARTER REPORT,50000.00,04/19/2013,2013
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,REGISTRATION,,06/27/2012,2012
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,SECOND QUARTER REPORT,50000.00,07/08/2015,2015
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,SECOND QUARTER REPORT,50000.00,07/09/2014,2014
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,SECOND QUARTER REPORT,,07/20/2012,2012
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,SECOND QUARTER REPORT,50000.00,07/22/2013,2013
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,THIRD QUARTER REPORT,60000.00,10/10/2012,2012
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,THIRD QUARTER REPORT,50000.00,10/14/2015,2015
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,THIRD QUARTER REPORT,50000.00,10/15/2013,2013
American Continental Group,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC,THIRD QUARTER REPORT,50000.00,10/20/2014,2014
American Continental Group,INTEL CORPORATION,FOURTH QUARTER REPORT,40000.00,01/19/2009,2008
American Continental Group,INTEL CORPORATION,FOURTH QUARTER TERMINATION (NO ACTIVITY),,01/19/2010,2009
American Continental Group,INTEL CORPORATION,YEAR-END REPORT,100000.00,02/09/2007,2006
American Continental Group,INTEL CORPORATION,YEAR-END REPORT,40000.00,02/14/2000,1999
American Continental Group,INTEL CORPORATION,YEAR-END TERMINATION,40000.00,02/14/2003,2002
American Continental Group,INTEL CORPORATION,YEAR-END REPORT,40000.00,02/14/2006,2005
American Continental Group,INTEL CORPORATION,YEAR-END REPORT,100000.00,02/14/2008,2007
American Continental Group,INTEL CORPORATION,YEAR-END REPORT,60000.00,03/01/2002,2001
American Continental Group,INTEL CORPORATION,FIRST QUARTER REPORT,40000.00,04/11/2009,2009
American Continental Group,INTEL CORPORATION,FIRST QUARTER REPORT,40000.00,04/20/2008,2008
American Continental Group,INTEL CORPORATION,REGISTRATION,,04/28/2005,2005
American Continental Group,INTEL CORPORATION,YEAR-END AMENDMENT,60000.00,06/03/2002,2001
American Continental Group,INTEL CORPORATION,SECOND QUARTER REPORT,40000.00,07/15/2009,2009
American Continental Group,INTEL CORPORATION,SECOND QUARTER REPORT,40000.00,07/17/2008,2008
American Continental Group,INTEL CORPORATION,MID-YEAR REPORT,100000.00,07/25/2007,2007
American Continental Group,INTEL CORPORATION,MID-YEAR REPORT,60000.00,08/06/2002,2002
American Continental Group,INTEL CORPORATION,MID-YEAR TERMINATION (NO ACTIVITY),,08/08/2000,2000
American Continental Group,INTEL CORPORATION,MID-YEAR REPORT,40000.00,08/09/2005,2005
American Continental Group,INTEL CORPORATION,MID-YEAR REPORT,140000.00,08/13/2006,2006
American Continental Group,INTEL CORPORATION,MID-YEAR TERMINATION,60000.00,09/24/2002,2002
American Continental Group,INTEL CORPORATION,REGISTRATION,,10/07/1999,1999
American Continental Group,INTEL CORPORATION,THIRD QUARTER REPORT,40000.00,10/07/2009,2009
American Continental Group,INTEL CORPORATION,THIRD QUARTER REPORT,30000.00,10/17/2008,2008
American Continental Group,International Intellectual Property Institute,FOURTH QUARTER REPORT,10000.00,01/15/2014,2013
American Continental Group,International Intellectual Property Institute,FOURTH QUARTER REPORT,,01/18/2012,2011
American Continental Group,International Intellectual Property Institute,FOURTH QUARTER REPORT,,01/18/2013,2012
American Continental Group,International Intellectual Property Institute,REGISTRATION,,03/09/2011,2011
American Continental Group,International Intellectual Property Institute,FIRST QUARTER TERMINATION (NO ACTIVITY),,04/14/2014,2014
American Continental Group,International Intellectual Property Institute,FIRST QUARTER REPORT,10000.00,04/19/2011,2011
American Continental Group,International Intellectual Property Institute,FIRST QUARTER REPORT,,04/19/2013,2013
American Continental Group,International Intellectual Property Institute,FIRST QUARTER REPORT,,04/20/2012,2012
American Continental Group,International Intellectual Property Institute,SECOND QUARTER REPORT,20000.00,07/06/2011,2011
American Continental Group,International Intellectual Property Institute,SECOND QUARTER REPORT,,07/09/2012,2012
American Continental Group,International Intellectual Property Institute,SECOND QUARTER REPORT,,07/10/2013,2013
American Continental Group,International Intellectual Property Institute,THIRD QUARTER REPORT,,10/11/2013,2013
American Continental Group,International Intellectual Property Institute,THIRD QUARTER REPORT,10000.00,10/19/2011,2011
American Continental Group,International Intellectual Property Institute,THIRD QUARTER REPORT,10000.00,10/19/2012,2012
American Continental Group,SCHOOL FOR CHILDREN WITH HIDDEN INTELLIGENCE,REGISTRATION,,03/21/2007,2007
American Continental Group,SCHOOL FOR CHILDREN WITH HIDDEN INTELLIGENCE,YEAR-END TERMINATION (NO ACTIVITY),,04/20/2008,2007
American Continental Group,SCHOOL FOR CHILDREN WITH HIDDEN INTELLIGENCE,MID-YEAR REPORT,40000.00,07/25/2007,2007
American Continental Group,SCHOOL FOR CHILDREN WITH HIDDEN INTELLIGENCE,MID-YEAR REPORT,40000.00,07/25/2007,2007
American Continental Group,SCHOOL FOR CHILDREN WITH HIDDEN INTELLIGENCE,MID-YEAR REPORT,40000.00,07/25/2007,2007
"American Defense International, Inc.",EagleEye Intelligence,FOURTH QUARTER (NO ACTIVITY),,01/22/2018,2017
"American Defense International, Inc.",EagleEye Intelligence,THIRD QUARTER REPORT,10000.00,01/25/2018,2017
"American Defense International, Inc.",EagleEye Intelligence,FIRST QUARTER REPORT,,04/18/2018,2018
"American Defense International, Inc.",EagleEye Intelligence,SECOND QUARTER TERMINATION (NO ACTIVITY),,05/31/2018,2018
"American Defense International, Inc.",EagleEye Intelligence,REGISTRATION,,10/20/2017,2017
"American Defense International, Inc.",INTELLIGENT DECISIONS,YEAR-END TERMINATION,20000.00,02/14/2000,1999
"American Defense International, Inc.",INTELLIGENT DECISIONS,MID-YEAR REPORT,20000.00,08/16/1999,1999
AMERICAN FEDERAL LOBBYING FIRM,American National Intelligence and Security Consulting Firm,FOURTH QUARTER REPORT,,02/06/2017,2016
AMERICAN FEDERAL LOBBYING FIRM,American National Intelligence and Security Consulting Firm,FIRST QUARTER REPORT,,04/28/2017,2017
AMERICAN FEDERAL LOBBYING FIRM,American National Intelligence and Security Consulting Firm,REGISTRATION,,11/15/2016,2016
AMERICAN INTELLECTUAL PROPERTY LAW ASSOCIATION (AIPLA),AMERICAN INTELLECTUAL PROPERTY LAW ASSOCIATION (AIPLA),FOURTH QUARTER REPORT,10000.00,01/19/2012,2011
AMERICAN INTELLECTUAL PROPERTY LAW ASSOCIATION (AIPLA),AMERICAN INTELLECTUAL PROPERTY LAW ASSOCIATION (AIPLA),FOURTH QUARTER REPORT,20000.00,01/19/2018,2017
AMERICAN INTELLECTUAL PROPERTY LAW ASSOCIATION (AIPLA),AMERICAN INTELLECTUAL PROPERTY LAW ASSOCIATION (AIPLA),FOURTH QUARTER REPORT,20000.00,01/20/2009,2008
