Registrant Name,Client Name,Filing Type,Amount Reported,Date Posted,Filing Year
"Cornerstone Government Affairs, Inc.",Google Inc.,FOURTH QUARTER REPORT,60000.00,01/18/2018,2017
"Cornerstone Government Affairs, Inc.",Google Inc.,FOURTH QUARTER REPORT,60000.00,01/20/2019,2018
"Cornerstone Government Affairs, Inc.",Google Inc.,REGISTRATION,,04/06/2017,2017
"Cornerstone Government Affairs, Inc.",Google Inc.,FIRST QUARTER REPORT,60000.00,04/17/2019,2019
"Cornerstone Government Affairs, Inc.",Google Inc.,FIRST QUARTER REPORT,40000.00,04/20/2017,2017
"Cornerstone Government Affairs, Inc.",Google Inc.,FIRST QUARTER REPORT,60000.00,04/20/2018,2018
"Cornerstone Government Affairs, Inc.",Google Inc.,SECOND QUARTER REPORT,60000.00,07/19/2017,2017
"Cornerstone Government Affairs, Inc.",Google Inc.,SECOND QUARTER REPORT,60000.00,07/20/2018,2018
"Cornerstone Government Affairs, Inc.",Google Inc.,THIRD QUARTER REPORT,60000.00,10/17/2017,2017
"Cornerstone Government Affairs, Inc.",Google Inc.,THIRD QUARTER REPORT,60000.00,10/19/2018,2018
"Crossroads Strategies, LLC",Google Inc.,FOURTH QUARTER REPORT,80000.00,01/15/2012,2011
"Crossroads Strategies, LLC",Google Inc.,FOURTH QUARTER REPORT,80000.00,01/16/2015,2014
"Crossroads Strategies, LLC",Google Inc.,FOURTH QUARTER REPORT,80000.00,01/17/2014,2013
"Crossroads Strategies, LLC",Google Inc.,FOURTH QUARTER REPORT,80000.00,01/17/2017,2016
"Crossroads Strategies, LLC",Google Inc.,FOURTH QUARTER REPORT,80000.00,01/19/2013,2012
"Crossroads Strategies, LLC",Google Inc.,FOURTH QUARTER REPORT,80000.00,01/19/2016,2015
"Crossroads Strategies, LLC",Google Inc.,FOURTH QUARTER REPORT,80000.00,01/19/2019,2018
"Crossroads Strategies, LLC",Google Inc.,FOURTH QUARTER REPORT,80000.00,01/20/2018,2017
"Crossroads Strategies, LLC",Google Inc.,FIRST QUARTER REPORT,80000.00,04/16/2012,2012
"Crossroads Strategies, LLC",Google Inc.,FIRST QUARTER REPORT,80000.00,04/17/2014,2014
"Crossroads Strategies, LLC",Google Inc.,FIRST QUARTER REPORT,80000.00,04/17/2015,2015
"Crossroads Strategies, LLC",Google Inc.,FIRST QUARTER REPORT,80000.00,04/18/2013,2013
"Crossroads Strategies, LLC",Google Inc.,FIRST QUARTER REPORT,80000.00,04/19/2016,2016
"Crossroads Strategies, LLC",Google Inc.,FIRST QUARTER REPORT,80000.00,04/19/2017,2017
"Crossroads Strategies, LLC",Google Inc.,FIRST QUARTER REPORT,80000.00,04/19/2018,2018
"Crossroads Strategies, LLC",Google Inc.,FIRST QUARTER REPORT,80000.00,04/21/2019,2019
"Crossroads Strategies, LLC",Google Inc.,REGISTRATION,,07/05/2011,2011
"Crossroads Strategies, LLC",Google Inc.,SECOND QUARTER REPORT,80000.00,07/17/2015,2015
"Crossroads Strategies, LLC",Google Inc.,SECOND QUARTER REPORT,30000.00,07/18/2011,2011
"Crossroads Strategies, LLC",Google Inc.,SECOND QUARTER REPORT,80000.00,07/18/2012,2012
"Crossroads Strategies, LLC",Google Inc.,SECOND QUARTER REPORT,80000.00,07/18/2014,2014
"Crossroads Strategies, LLC",Google Inc.,SECOND QUARTER REPORT,80000.00,07/19/2013,2013
"Crossroads Strategies, LLC",Google Inc.,SECOND QUARTER REPORT,80000.00,07/19/2016,2016
"Crossroads Strategies, LLC",Google Inc.,SECOND QUARTER REPORT,80000.00,07/19/2017,2017
"Crossroads Strategies, LLC",Google Inc.,SECOND QUARTER REPORT,80000.00,07/19/2018,2018
"Crossroads Strategies, LLC",Google Inc.,THIRD QUARTER REPORT,80000.00,10/16/2014,2014
"Crossroads Strategies, LLC",Google Inc.,THIRD QUARTER REPORT,80000.00,10/16/2015,2015
"Crossroads Strategies, LLC",Google Inc.,THIRD QUARTER REPORT,80000.00,10/17/2011,2011
"Crossroads Strategies, LLC",Google Inc.,THIRD QUARTER REPORT,80000.00,10/18/2013,2013
"Crossroads Strategies, LLC",Google Inc.,THIRD QUARTER REPORT,80000.00,10/18/2016,2016
"Crossroads Strategies, LLC",Google Inc.,THIRD QUARTER REPORT,80000.00,10/18/2017,2017
"Crossroads Strategies, LLC",Google Inc.,THIRD QUARTER REPORT,80000.00,10/19/2012,2012
"Crossroads Strategies, LLC",Google Inc.,THIRD QUARTER REPORT,80000.00,10/19/2018,2018
"Crowell Strategies, LLC",Google Inc.,REGISTRATION,,02/11/2011,2011
"Crowell Strategies, LLC",Google Inc.,FIRST QUARTER REPORT,52500.00,04/20/2011,2011
"Crowell Strategies, LLC",Google Inc.,SECOND QUARTER REPORT,30000.00,07/19/2011,2011
"Crowell Strategies, LLC",Google Inc.,THIRD QUARTER TERMINATION,30000.00,10/20/2011,2011
"Dutko Worldwide, LLC",Google Inc.,FOURTH QUARTER REPORT,50000.00,01/07/2009,2008
"Dutko Worldwide, LLC",Google Inc.,FOURTH QUARTER REPORT,50000.00,01/08/2013,2012
"Dutko Worldwide, LLC",Google Inc.,FOURTH QUARTER REPORT,80000.00,01/12/2011,2010
"Dutko Worldwide, LLC",Google Inc.,FOURTH QUARTER REPORT,80000.00,01/13/2010,2009
"Dutko Worldwide, LLC",Google Inc.,FOURTH QUARTER REPORT,80000.00,01/13/2012,2011
"Dutko Worldwide, LLC",Google Inc.,FOURTH QUARTER REPORT,50000.00,01/14/2014,2013
"Dutko Worldwide, LLC",Google Inc.,FOURTH QUARTER REPORT,50000.00,01/19/2016,2015
"Dutko Worldwide, LLC",Google Inc.,FOURTH QUARTER REPORT,50000.00,01/20/2015,2014
"Dutko Worldwide, LLC",Google Inc.,FOURTH QUARTER TERMINATION,20000.00,01/23/2017,2016
"Dutko Worldwide, LLC",Google Inc.,FIRST QUARTER REPORT,80000.00,04/07/2010,2010
"Dutko Worldwide, LLC",Google Inc.,FIRST QUARTER REPORT,50000.00,04/09/2009,2009
"Dutko Worldwide, LLC",Google Inc.,FIRST QUARTER REPORT,50000.00,04/10/2013,2013
"Dutko Worldwide, LLC",Google Inc.,FIRST QUARTER REPORT,50000.00,04/10/2015,2015
"Dutko Worldwide, LLC",Google Inc.,FIRST QUARTER REPORT,80000.00,04/13/2011,2011
"Dutko Worldwide, LLC",Google Inc.,FIRST QUARTER REPORT,70000.00,04/13/2012,2012
"Dutko Worldwide, LLC",Google Inc.,FIRST QUARTER REPORT,50000.00,04/14/2014,2014
"Dutko Worldwide, LLC",Google Inc.,FIRST QUARTER AMENDMENT,50000.00,04/15/2014,2014
"Dutko Worldwide, LLC",Google Inc.,FIRST QUARTER REPORT,50000.00,04/20/2016,2016
"Dutko Worldwide, LLC",Google Inc.,REGISTRATION,,06/06/2008,2008
"Dutko Worldwide, LLC",Google Inc.,SECOND QUARTER REPORT,50000.00,07/08/2008,2008
"Dutko Worldwide, LLC",Google Inc.,SECOND QUARTER REPORT,50000.00,07/09/2009,2009
"Dutko Worldwide, LLC",Google Inc.,SECOND QUARTER REPORT,50000.00,07/09/2013,2013
"Dutko Worldwide, LLC",Google Inc.,SECOND QUARTER REPORT,50000.00,07/09/2015,2015
"Dutko Worldwide, LLC",Google Inc.,SECOND QUARTER REPORT,80000.00,07/11/2011,2011
"Dutko Worldwide, LLC",Google Inc.,SECOND QUARTER REPORT,80000.00,07/11/2012,2012
"Dutko Worldwide, LLC",Google Inc.,SECOND QUARTER REPORT,120000.00,07/14/2010,2010
"Dutko Worldwide, LLC",Google Inc.,SECOND QUARTER AMENDMENT,50000.00,07/14/2014,2014
"Dutko Worldwide, LLC",Google Inc.,SECOND QUARTER REPORT,50000.00,07/20/2016,2016
"Dutko Worldwide, LLC",Google Inc.,THIRD QUARTER REPORT,50000.00,10/06/2009,2009
"Dutko Worldwide, LLC",Google Inc.,THIRD QUARTER REPORT,50000.00,10/07/2008,2008
"Dutko Worldwide, LLC",Google Inc.,THIRD QUARTER REPORT,50000.00,10/08/2014,2014
"Dutko Worldwide, LLC",Google Inc.,THIRD QUARTER REPORT,80000.00,10/11/2012,2012
"Dutko Worldwide, LLC",Google Inc.,THIRD QUARTER REPORT,80000.00,10/13/2010,2010
"Dutko Worldwide, LLC",Google Inc.,THIRD QUARTER REPORT,50000.00,10/14/2013,2013
"Dutko Worldwide, LLC",Google Inc.,THIRD QUARTER REPORT,50000.00,10/16/2015,2015
"Dutko Worldwide, LLC",Google Inc.,THIRD QUARTER REPORT,80000.00,10/19/2011,2011
"Dutko Worldwide, LLC",Google Inc.,THIRD QUARTER REPORT,50000.00,10/20/2016,2016
"Emmer Consulting, Inc. (formerly known as Emmer Consulting, P.C.)","Google, Inc.",FOURTH QUARTER REPORT,30000.00,01/10/2019,2018
"Emmer Consulting, Inc. (formerly known as Emmer Consulting, P.C.)","Google, Inc.",FOURTH QUARTER REPORT,30000.00,01/16/2018,2017
"Emmer Consulting, Inc. (formerly known as Emmer Consulting, P.C.)","Google, Inc.",REGISTRATION,,02/01/2017,2017
"Emmer Consulting, Inc. (formerly known as Emmer Consulting, P.C.)","Google, Inc.",FIRST QUARTER REPORT,30000.00,04/09/2018,2018
"Emmer Consulting, Inc. (formerly known as Emmer Consulting, P.C.)","Google, Inc.",REGISTRATION AMENDMENT,,04/17/2017,2017
"Emmer Consulting, Inc. (formerly known as Emmer Consulting, P.C.)","Google, Inc.",FIRST QUARTER REPORT,30000.00,04/18/2017,2017
"Emmer Consulting, Inc. (formerly known as Emmer Consulting, P.C.)","Google, Inc.",FIRST QUARTER REPORT,30000.00,04/19/2019,2019
"Emmer Consulting, Inc. (formerly known as Emmer Consulting, P.C.)","Google, Inc.",SECOND QUARTER REPORT,30000.00,07/13/2018,2018
"Emmer Consulting, Inc. (formerly known as Emmer Consulting, P.C.)","Google, Inc.",SECOND QUARTER REPORT,30000.00,07/14/2017,2017
"Emmer Consulting, Inc. (formerly known as Emmer Consulting, P.C.)","Google, Inc.",THIRD QUARTER REPORT,30000.00,10/09/2017,2017
"Emmer Consulting, Inc. (formerly known as Emmer Consulting, P.C.)","Google, Inc.",THIRD QUARTER REPORT,30000.00,10/17/2018,2018
"Franklin Square Group, LLC",Google Inc,FOURTH QUARTER REPORT,50000.00,01/19/2009,2008
"Franklin Square Group, LLC",Google Inc,FOURTH QUARTER REPORT,80000.00,01/20/2010,2009
"Franklin Square Group, LLC",Google Inc,FOURTH QUARTER REPORT,90000.00,01/20/2011,2010
"Franklin Square Group, LLC",Google Inc,FOURTH QUARTER REPORT,80000.00,01/20/2012,2011
"Franklin Square Group, LLC",Google Inc,FOURTH QUARTER REPORT,60000.00,01/20/2014,2013
"Franklin Square Group, LLC",Google Inc,FOURTH QUARTER REPORT,60000.00,01/20/2016,2015
"Franklin Square Group, LLC",Google Inc,FOURTH QUARTER REPORT,60000.00,01/20/2017,2016
"Franklin Square Group, LLC",Google Inc,FOURTH QUARTER REPORT,80000.00,01/21/2010,2009
"Franklin Square Group, LLC",Google Inc,FOURTH QUARTER REPORT,60000.00,01/21/2015,2014
"Franklin Square Group, LLC",Google Inc,FOURTH QUARTER REPORT,60000.00,01/22/2013,2012
"Franklin Square Group, LLC",Google Inc,FOURTH QUARTER REPORT,50000.00,01/22/2018,2017
"Franklin Square Group, LLC",Google Inc,FOURTH QUARTER REPORT,50000.00,01/22/2019,2018
"Franklin Square Group, LLC",Google Inc,REGISTRATION,,04/08/2008,2008
"Franklin Square Group, LLC",Google Inc,REGISTRATION,,04/08/2008,2008
"Franklin Square Group, LLC",Google Inc,FIRST QUARTER REPORT,50000.00,04/20/2009,2009
"Franklin Square Group, LLC",Google Inc,FIRST QUARTER REPORT,90000.00,04/20/2010,2010
"Franklin Square Group, LLC",Google Inc,FIRST QUARTER REPORT,80000.00,04/20/2011,2011
"Franklin Square Group, LLC",Google Inc,FIRST QUARTER REPORT,80000.00,04/20/2012,2012
"Franklin Square Group, LLC",Google Inc,FIRST QUARTER REPORT,60000.00,04/20/2015,2015
"Franklin Square Group, LLC",Google Inc,FIRST QUARTER REPORT,60000.00,04/20/2016,2016
"Franklin Square Group, LLC",Google Inc,FIRST QUARTER REPORT,50000.00,04/20/2017,2017
"Franklin Square Group, LLC",Google Inc,FIRST QUARTER REPORT,50000.00,04/20/2018,2018
"Franklin Square Group, LLC",Google Inc,FIRST QUARTER REPORT,20000.00,04/21/2008,2008
"Franklin Square Group, LLC",Google Inc,FIRST QUARTER REPORT,60000.00,04/22/2013,2013
"Franklin Square Group, LLC",Google Inc,FIRST QUARTER REPORT,50000.00,04/23/2019,2019
"Franklin Square Group, LLC",Google Inc,FIRST QUARTER REPORT,60000.00,04/25/2014,2014
"Franklin Square Group, LLC",Google Inc,SECOND QUARTER REPORT,80000.00,07/19/2011,2011
"Franklin Square Group, LLC",Google Inc,SECOND QUARTER REPORT,60000.00,07/19/2016,2016
"Franklin Square Group, LLC",Google Inc,SECOND QUARTER REPORT,50000.00,07/20/2009,2009
"Franklin Square Group, LLC",Google Inc,SECOND QUARTER REPORT,90000.00,07/20/2010,2010
"Franklin Square Group, LLC",Google Inc,SECOND QUARTER REPORT,80000.00,07/20/2012,2012
"Franklin Square Group, LLC",Google Inc,SECOND QUARTER REPORT,60000.00,07/20/2015,2015
"Franklin Square Group, LLC",Google Inc,SECOND QUARTER REPORT,50000.00,07/20/2017,2017
"Franklin Square Group, LLC",Google Inc,SECOND QUARTER REPORT,50000.00,07/20/2018,2018
"Franklin Square Group, LLC",Google Inc,SECOND QUARTER REPORT,50000.00,07/21/2008,2008
"Franklin Square Group, LLC",Google Inc,SECOND QUARTER REPORT,60000.00,07/21/2014,2014
"Franklin Square Group, LLC",Google Inc,SECOND QUARTER REPORT,60000.00,07/22/2013,2013
"Franklin Square Group, LLC",Google Inc,THIRD QUARTER REPORT,50000.00,10/20/2008,2008
"Franklin Square Group, LLC",Google Inc,THIRD QUARTER REPORT,60000.00,10/20/2009,2009
"Franklin Square Group, LLC",Google Inc,THIRD QUARTER REPORT,90000.00,10/20/2010,2010
"Franklin Square Group, LLC",Google Inc,THIRD QUARTER REPORT,80000.00,10/20/2011,2011
"Franklin Square Group, LLC",Google Inc,THIRD QUARTER REPORT,60000.00,10/20/2014,2014
"Franklin Square Group, LLC",Google Inc,THIRD QUARTER REPORT,60000.00,10/20/2015,2015
"Franklin Square Group, LLC",Google Inc,THIRD QUARTER REPORT,60000.00,10/20/2016,2016
"Franklin Square Group, LLC",Google Inc,THIRD QUARTER REPORT,60000.00,10/21/2013,2013
"Franklin Square Group, LLC",Google Inc,THIRD QUARTER REPORT,50000.00,10/21/2017,2017
"Franklin Square Group, LLC",Google Inc,THIRD QUARTER REPORT,80000.00,10/22/2012,2012
"Franklin Square Group, LLC",Google Inc,THIRD QUARTER REPORT,50000.00,10/22/2018,2018
"Franklin Square Group, LLC",WING (FORMERLY X (GOOGLE INC )),FOURTH QUARTER REPORT,30000.00,01/22/2018,2017
"Franklin Square Group, LLC",WING (FORMERLY X (GOOGLE INC )),FOURTH QUARTER AMENDMENT,30000.00,01/24/2019,2018
